Seq,Name,Age
1127,Brett Brooks,36
1128,Steve Murphy,51
1129,Bill Crawford,42
1130,John Torres,30
1131,Mittie Barnes,65
1132,Caleb Gibbs,35
1133,Mario Matthews,22
1134,Jerry Rodgers,27
1135,Juan Sharp,60
1136,Edith Sharp,41
1137,Louise Rice,51
1138,Evelyn Tucker,46
1139,George Jordan,55
1140,Mittie Guerrero,47
1141,Philip Herrera,36
1142,Vincent Miller,53
1143,Bettie Mitchell,36
1144,Carlos Peters,32
1145,Isaiah Shaw,61
1146,Dennis Bush,45
1147,Cecelia Baldwin,63
1148,Florence Cruz,34
1149,Thomas Woods,54
1150,Della Nichols,33
1151,Danny McDaniel,49
1152,Craig Richardson,37
1153,Julia Sandoval,52
1154,Bernard Nunez,19
1155,Betty Logan,33
1156,Madge Phillips,20
1157,Mollie Myers,60
1158,Jorge Sanders,60
1159,Gerald Malone,48
1160,David Baldwin,57
1161,James Mann,35
1162,Helen Weber,26
1163,Virgie Watkins,53
1164,Bertha Ryan,51
1165,Marian Banks,50
1166,Ryan Rivera,53
1167,Mathilda Sims,35
1168,Georgie Hines,61
1169,Raymond Clark,31
1170,Bessie Hicks,57
1171,Bryan Porter,37
1172,Mike Rhodes,34
1173,Lula Collins,64
1174,Lucille Pearson,64
1175,Mason Lewis,24
1176,Maude Watson,56
1177,Leon Hopkins,48
1178,Eugene Evans,23
1179,Willie Woods,33
1180,Hettie Lowe,23
1181,Alex Frank,25
1182,Allen Parsons,54
1183,Bertha Simpson,24
1184,Eva Garza,63
1185,Charles West,49
1186,Isabel Cummings,19
1187,Lou Dennis,30
1188,Aaron McDaniel,23
1189,Ina Carson,34
1190,Randall Ellis,52
1191,Logan Wolfe,24
1192,Robert Buchanan,29
1193,Della Floyd,59
1194,Mason McGuire,41
1195,Anne Sparks,21
1196,Ada Vaughn,30
1197,Maurice Austin,60
1198,Marcus Lambert,50
1199,Edith Malone,45
1200,Barbara Stokes,42
1201,Bettie Hernandez,58
1202,Ann Stanley,38
1203,Nannie Brock,59
1204,Rosalie Wright,50
1205,Sean Hanson,55
1206,Mittie Yates,62
1207,Beatrice Singleton,19
1208,Martin Lane,22
1209,Caroline Cole,33
1210,Dean Day,57
1211,Birdie Johnson,64
1212,Jerry Burns,28
1213,Nell Peters,20
1214,Jon Weber,25
1215,Richard Townsend,64
1216,Theresa Gordon,19
1217,Rhoda Perry,45
1218,Callie French,45
1219,Sean Graves,60
1220,Mabelle Hanson,30
1221,Christopher Green,52
1222,Aiden Ballard,45
1223,Rhoda Holland,62
1224,Charles Sullivan,37
1225,Katherine Hines,46
1226,Josephine Castillo,21
1227,Janie Christensen,38
1228,Ida Burgess,19
1229,Maurice Tyler,41
1230,Alice Aguilar,65
1231,Paul McGuire,28
1232,Jimmy Bowers,39
1233,Angel Moody,58
1234,Estelle Lawrence,58
1235,Shawn Fletcher,20
1236,Max Day,30
1237,Garrett Garza,20
1238,Herbert Hicks,52
1239,Jesse Daniel,50
1240,Austin Jackson,34
1241,Benjamin Byrd,35
1242,Lola Higgins,61
1243,Cecilia Griffith,59
1244,Noah Hines,60
1245,Sylvia Long,39
1246,Eva Bennett,56
1247,Fannie Stokes,24
1248,Todd Stanley,46
1249,Jane Freeman,22
1250,Rosie Yates,54
1251,Blanche Armstrong,48
1252,Eliza Wilkins,54
1253,Chris Haynes,44
1254,Georgie Carr,57
1255,Gene Romero,63
1256,Gordon Ball,61
1257,Ricky Hunt,34
1258,Lida Barnett,64
1259,Ruby Webster,34
1260,Aaron Duncan,53
1261,Jeff French,45
1262,Edwin Wood,27
1263,Vernon Brewer,26
1264,Lydia Bates,43
1265,Inez Warner,58
1266,Jeremy Moore,37
1267,Willie Bridges,19
1268,Susan Page,46
1269,Lucy Martin,28
1270,Danny Goodman,61
1271,Delia Fletcher,18
1272,Blanche Ortega,57
1273,Rosalie Wright,49
1274,Bruce Williamson,49
1275,Annie Barrett,65
1276,Jeremy Gibbs,44
1277,Lela Allen,20
1278,Cory Pearson,53
1279,Viola Christensen,32
1280,Mittie Page,49
1281,Jordan Johnston,55
1282,Matthew Bush,61
1283,Katharine Black,41
1284,Teresa Hammond,50
1285,Emma Lopez,52
1286,Carolyn Franklin,18
1287,Luis Matthews,43
1288,Nathan Santos,25
1289,Shane Norman,19
1290,Carrie Long,20
1291,Travis Walton,40
1292,Elnora Ramirez,56
1293,John Delgado,65
1294,Mable Martin,35
1295,Bess Norman,26
1296,Anthony Newton,46
1297,Mina Goodman,43
1298,Lizzie Summers,40
1299,Danny Martin,29
1300,Nina Flowers,27
1301,Jeff Hall,20
1302,Warren Harris,59
1303,Jessie Daniel,53
1304,Angel Cummings,49
1305,Leila Kelly,53
1306,Leona Black,54
1307,Logan Ballard,42
1308,Clifford Pearson,54
1309,Leah Lloyd,63
1310,Leah Jennings,65
1311,Shawn Blake,61
1312,Isaiah Massey,27
1313,Elijah Simon,43
1314,Estella Andrews,50
1315,Nettie Davidson,22
1316,Larry Bishop,63
1317,Billy Wilson,39
1318,Ora Andrews,63
1319,May Patterson,65
1320,Ada Hill,31
1321,Daniel Porter,20
1322,Mathilda Clarke,34
1323,Georgia Martin,26
1324,Maud Dawson,39
1325,Beulah Chambers,53
1326,Herbert Bishop,51
1327,Arthur Walters,62
1328,Ricky Briggs,43
1329,Cordelia Floyd,52
1330,Matthew Figueroa,49
1331,Marguerite Neal,52
1332,Douglas Vargas,31
1333,Thomas Yates,23
1334,Winifred Wolfe,50
1335,Austin Beck,63
1336,Pauline Henry,58
1337,Angel Tyler,39
1338,Madge Jefferson,58
1339,Kathryn Mills,45
1340,Agnes West,18
1341,Milton Gray,39
1342,Cornelia Sanders,52
1343,Claudia Kennedy,56
1344,Marvin Porter,23
1345,Gordon McCoy,25
1346,Sean Robertson,43
1347,Marion Norman,32
1348,Alice Conner,40
1349,Albert Greer,42
1350,Theodore McCormick,65
1351,Larry Sherman,59
1352,Warren Wheeler,24
1353,Eddie Barton,47
1354,Lois Warren,57
1355,Rosetta Blake,48
1356,Marian Underwood,58
1357,Kenneth Curry,34
1358,Brett Palmer,34
1359,Essie Simmons,34
1360,Rachel Chapman,21
1361,Mittie Newton,63
1362,Claudia Green,57
1363,Leo Potter,43
1364,Ralph Arnold,44
1365,Lou Bryant,30
1366,Jason Williamson,53
1367,James Hicks,51
1368,Jeremy Leonard,65
1369,Leila Luna,42
1370,Eleanor Burns,28
1371,Alma Chapman,55
1372,Martin Todd,45
1373,Jessie Luna,28
1374,Helena Houston,64
1375,Edward Richardson,33
1376,Mittie Waters,52
1377,Glenn Yates,57
1378,Vernon Banks,47
1379,Harriett Hayes,53
1380,Milton Singleton,43
1381,Laura Harvey,47
1382,Julian Garrett,39
1383,Winifred Craig,51
1384,Andrew Welch,53
1385,Johanna Cruz,62
1386,Ruth Larson,20
1387,Etta Washington,54
1388,Ricardo Moran,62
1389,Cole Sandoval,28
1390,Maude McDaniel,37
1391,Nathaniel Greene,57
1392,Jimmy Estrada,60
1393,Oscar Martinez,55
1394,Fannie Crawford,53
1395,Gordon Griffith,64
1396,Robert Pittman,45
1397,Lela Murray,31
1398,Russell Harper,40
1399,Franklin Medina,61
1400,Louise Burke,27
1401,Ina Butler,45
1402,Rena Christensen,32
1403,Cora Cohen,28
1404,Phoebe Mendoza,23
1405,Mae Myers,60
1406,Alvin Taylor,49
1407,Marguerite Santos,40
1408,Rosalie Marshall,39
1409,Catherine Ford,63
1410,Jeremy Padilla,64
1411,Beulah Hansen,65
1412,Johnny Hanson,29
1413,Frances Evans,25
1414,Amy Medina,38
1415,Dale Reid,48
1416,Tom McCarthy,50
1417,Emilie Flores,34
1418,Francisco Ruiz,22
1419,Cole George,35
1420,Mina Sandoval,60
1421,Ann Bell,58
1422,Effie Munoz,34
1423,Lois Day,28
1424,Francis Fernandez,64
1425,George Farmer,44
1426,Blake Washington,41
1427,Shawn Jones,46
1428,John Mack,60
1429,Jerome Doyle,57
1430,Floyd Maldonado,31
1431,Jeffery Perez,32
1432,Lenora Lawrence,54
1433,Henrietta Fleming,36
1434,Russell Norman,49
1435,Clara Brock,58
1436,Lester Santos,53
1437,Harry Bishop,33
1438,Clara Parks,63
1439,Raymond Tran,23
1440,Lydia Bennett,38
1441,Milton Simpson,34
1442,Allen Joseph,62
1443,Eva Daniels,63
1444,Lawrence Abbott,25
1445,Brent Ray,28
1446,David Chavez,32
1447,Frederick Hall,40
1448,Mayme Fleming,58
1449,Sophie Reid,43
1450,Emily Reed,55
1451,Kenneth Nash,34
1452,Samuel Cross,47
1453,Leila Walker,56
1454,Devin Brooks,41
1455,Sarah Ross,27
1456,Devin Mendez,65
1457,Nathaniel Evans,56
1458,Virginia Ryan,50
1459,Eric Peters,43
1460,Mario Barton,19
1461,Stella Love,40
1462,Louisa Burke,37
1463,Dennis Harvey,29
1464,Lula Turner,33
1465,Marguerite Wallace,18
1466,Justin Franklin,39
1467,Trevor Berry,19
1468,Alice Jacobs,56
1469,Nora Lyons,65
1470,Lydia Bishop,51
1471,Trevor Coleman,23
1472,Cornelia Manning,28
1473,Joshua Barber,46
1474,Maurice Floyd,48
1475,Della Stewart,41
1476,Virgie Scott,64
1477,Vera Jensen,50
1478,Jason Atkins,19
1479,Stella Williamson,60
1480,Harriet Salazar,33
1481,Cole Rodriquez,37
1482,Adam Stanley,28
1483,Lucas Gilbert,61
1484,Jacob Patrick,41
1485,Daniel Allison,46
1486,Mason Brewer,48
1487,Fannie Dixon,58
1488,Jon Powers,36
1489,Theodore Patrick,46
1490,Marion Collier,52
1491,Loretta Young,49
1492,Annie Poole,18
1493,Earl Gross,36
1494,Katherine Marsh,23
1495,Donald Roberson,20
1496,Birdie Peters,25
1497,Susan Carr,46
1498,Emma Lamb,51
1499,Leroy Wilkins,26
1500,Mollie Carr,27
1501,Jorge Logan,56
1502,Noah Brewer,45
1503,Harriet Gibbs,22
1504,Jessie Sanchez,56
1505,Blake Dixon,53
1506,Julia Moody,32
1507,Jerome Phillips,47
1508,Steve Higgins,59
1509,May Washington,42
1510,Cody Martinez,37
1511,Abbie Green,36
1512,Jordan Blair,52
1513,Sophia Gross,25
1514,Justin Lowe,59
1515,Clara Blake,32
1516,Harriet Becker,44
1517,Katherine Reese,22
1518,Susan Gonzalez,32
1519,Dorothy Barber,22
1520,Aaron Gilbert,60
1521,Hattie Curry,25
1522,Alma Love,55
1523,Madge Stevens,57
1524,Landon Lyons,25
1525,Mollie Hudson,44
1526,Lucile Alvarez,57
1527,Nelle Nash,51
1528,Raymond Townsend,40
1529,Jason Christensen,22
1530,Jayden Ingram,61
1531,Edna Gibbs,33
1532,Miguel Oliver,47
1533,Curtis Stephens,65
1534,Shawn Copeland,26
1535,Ann Boone,27
1536,Ella Herrera,47
1537,Jerry Wade,57
1538,Claudia Burns,35
1539,Leonard Burton,28
1540,Nicholas James,53
1541,William McLaughlin,57
1542,Bessie Richardson,51
1543,Don Gonzalez,61
1544,Clyde Huff,62
1545,Delia Weaver,28
1546,Rosa Leonard,55
1547,Michael Doyle,39
1548,Lydia Crawford,36
1549,Ernest Miller,51
1550,Jay Morton,54
1551,Lena Fernandez,54
1552,Jon Paul,45
1553,Pearl Harrington,30
1554,Gussie Cannon,37
1555,Howard Pearson,23
1556,Mina McDonald,39
1557,Lucile Hoffman,49
1558,Essie Flores,57
1559,Lula Henry,30
1560,Adelaide Parks,65
1561,Nell Stone,49
1562,Gary Soto,53
1563,Gregory Hopkins,33
1564,Kate Bates,38
1565,Alta Webb,40
1566,Mary Peterson,57
1567,Hunter Hodges,48
1568,Nettie Houston,39
1569,Sara Jenkins,18
1570,Danny Patterson,47
1571,Cory Gross,36
1572,Elmer Harvey,48
1573,Jessie Christensen,55
1574,Jerry Walton,55
1575,Ollie Cole,53
1576,Frances Roy,51
1577,Ralph Rowe,64
1578,Mittie Bowers,38
1579,Millie Harvey,34
1580,Howard King,41
1581,Kenneth Goodman,50
1582,Matilda Curtis,64
1583,Rosie Aguilar,18
1584,Roxie Johnson,63
1585,Janie Brewer,47
1586,Brent Griffin,45
1587,Warren Houston,50
1588,Jennie Osborne,37
1589,Craig Howell,39
1590,Eleanor Hampton,41
1591,May Armstrong,62
1592,Lester Hughes,65
1593,Eddie Singleton,57
1594,Amelia Brooks,28
1595,Myrtie Stephens,59
1596,Troy Harper,61
1597,Elmer Byrd,37
1598,Hettie Cross,38
1599,Dominic Reeves,29
1600,Marc Cross,19
1601,Sean Steele,52
1602,Erik Gibbs,49
1603,Terry Simmons,22
1604,Jeffrey Gutierrez,42
1605,Della Townsend,26
1606,Bernard Daniel,45
1607,Jay Burns,37
1608,Rosalie Webster,65
1609,Callie Boyd,39
1610,Vernon Jenkins,57
1611,Nina Barber,64
1612,Hulda Hawkins,63
1613,Ella Rodriquez,30
1614,Francis Daniel,37
1615,Lenora Griffin,20
1616,Logan Tate,46
1617,Noah Dixon,20
1618,Ora Stevens,50
1619,Lester Moreno,63
1620,Fanny Reyes,53
1621,Ora Mullins,48
1622,Chase Gonzales,31
1623,Mabel Norton,64
1624,Nelle Moss,35
1625,Barry Weaver,47
1626,William McCoy,36
1627,Ivan Crawford,39
1628,Mason James,31
1629,Adam Ortiz,56
1630,Curtis Spencer,32
1631,Scott Stephens,54
1632,Eula Estrada,25
1633,Madge Warren,44
1634,Nell Griffith,52
1635,Lou McGee,33
1636,Wesley Tran,52
1637,Rose Douglas,29
1638,Daniel Carson,64
1639,Jeanette Davidson,63
1640,Jessie Gibbs,41
1641,Edna Morris,61
1642,Ian Arnold,39
1643,Dominic Goodman,57
1644,Georgie Newman,39
1645,Lulu Clark,57
1646,Hannah Hawkins,35
1647,Noah Hampton,56
1648,Alvin Davis,22
1649,Bertha Franklin,32
1650,Fanny Gonzales,22
1651,Mildred Barnett,26
1652,Austin Gregory,63
1653,Francis Tran,52
1654,Gerald Bishop,52
1655,Steven Diaz,30
1656,Manuel Tran,39
1657,Iva Hamilton,40
1658,Mable May,44
1659,Victor Gonzalez,56
1660,Eric Hopkins,40
1661,Paul Nguyen,47
1662,Lucinda Franklin,40
1663,Harry Mendez,31
1664,Herman Pratt,40
1665,Paul Adams,35
1666,Theodore Holland,22
1667,Maggie Sherman,33
1668,Chase Waters,22
1669,Bradley Drake,19
1670,Myrtle Ramos,52
1671,Laura Andrews,25
1672,Milton Wilkins,23
1673,Cecelia Harvey,39
1674,Mitchell Park,42
1675,Steve Munoz,58
1676,Bettie Boone,61
1677,Charlie Lewis,45
1678,Jesus Wells,28
1679,Leroy Robinson,26
1680,Allie Norris,55
1681,Shawn Dawson,27
1682,Barbara Neal,65
1683,Jesse Dean,31
1684,Jon Adams,35
1685,Beulah Becker,55
1686,Jose Bowers,63
1687,Steven Ingram,55
1688,Alma Collier,29
1689,Stella Daniels,39
1690,Amy Floyd,19
1691,Genevieve Tucker,38
1692,Trevor Pittman,36
1693,Elmer Douglas,41
1694,Cory Olson,49
1695,Hallie Christensen,41
1696,Roger Reynolds,58
1697,Clayton Morales,47
1698,Janie Hughes,36
1699,Addie Padilla,42
1700,Julian Johnston,18
1701,Dylan Harper,46
1702,Lucile Carlson,23
1703,Edith Schultz,37
1704,Lee Ballard,48
1705,Brian Little,57
1706,Jesse Cannon,21
1707,Owen Wagner,31
1708,Walter Lewis,31
1709,Melvin Singleton,41
1710,Maria Griffin,20
1711,Mark Jacobs,34
1712,Mario Watson,36
1713,Jack Tucker,52
1714,Myra Neal,19
1715,Rhoda Saunders,46
1716,Alex Jimenez,36
1717,Millie McKenzie,35
1718,Birdie Terry,20
1719,Lottie Pearson,51
1720,Gavin Kennedy,44
1721,Rose McKenzie,38
1722,Joe Welch,33
1723,Gabriel Davidson,63
1724,Nicholas Hughes,52
1725,Brandon Park,48
1726,Mark Neal,59
1727,Lily Bradley,31
1728,Rosalie Blake,58
1729,Maurice Austin,51
1730,Phillip Sutton,52
1731,Edna Cross,26
1732,Verna Johnson,30
1733,Mable Tyler,58
1734,Rosetta Bridges,31
1735,Lela Osborne,49
1736,Agnes Lloyd,20
1737,Ray Swanson,45
1738,Lenora Dawson,44
1739,Amanda Newton,20
1740,Emma Delgado,35
1741,Christopher Delgado,20
1742,Marion Saunders,55
1743,Elsie Garcia,47
1744,Alejandro Schneider,65
1745,Leah Tucker,38
1746,Arthur Carlson,27
1747,Elizabeth Jimenez,36
1748,Mario Roberts,50
1749,Isabelle Herrera,40
1750,Evan Elliott,33
1751,Cordelia Bryant,58
1752,Mike Campbell,28
1753,Allen Lynch,34
1754,Mittie Berry,48
1755,Rose Cross,19
1756,Belle Cain,37
1757,Lucas George,29
1758,Devin Lane,28
1759,Luke Webster,62
1760,Owen Waters,56
1761,Steven Henry,39
1762,Bobby Curry,57
1763,Alfred Aguilar,39
1764,Don Kennedy,30
1765,Etta Gill,47
1766,Viola Pearson,59
1767,Viola Bridges,63
1768,Inez Warren,45
1769,Timothy Obrien,28
1770,Fannie Fields,27
1771,Jim Peterson,51
1772,Benjamin Lane,48
1773,Lida McKenzie,25
1774,Elmer Rhodes,63
1775,Eunice Griffin,48
1776,Billy Hayes,40
1777,Lloyd Hanson,55
1778,Antonio Floyd,44
1779,Micheal Hanson,46
1780,Cordelia Barber,49
1781,Hallie Barton,46
1782,Antonio Scott,55
1783,Mildred Hampton,41
1784,Jeanette Mitchell,29
1785,Jack Owens,52
1786,Leroy Morris,47
1787,Nettie Woods,47
1788,Jeanette Barnett,44
1789,Winifred Saunders,36
1790,Nelle Quinn,27
1791,Josie Craig,56
1792,Iva Chandler,58
1793,Herbert Hamilton,56
1794,Anthony Alvarado,47
1795,Jeanette Daniel,50
1796,Danny Weaver,37
1797,Jason Price,57
1798,Ralph Weber,18
1799,Ella Chavez,21
1800,Roger Haynes,34
1801,Shane Ortega,29
1802,Mina Robinson,54
1803,Virginia Hicks,25
1804,Eleanor Roberson,45
1805,Eliza Weaver,23
1806,Charles Ramsey,31
1807,Glen Barnes,18
1808,Ryan Boone,64
1809,Gordon Holt,25
1810,Addie Holmes,32
1811,Viola Holland,52
1812,Elnora Hall,36
1813,Ora Sharp,34
1814,Cecelia Simmons,52
1815,Della Walsh,45
1816,Lucy Hubbard,39
1817,Jeremy Holloway,34
1818,Ruby Clarke,55
1819,Charlie Dennis,41
1820,Loretta Thompson,48
1821,Noah Wade,39
1822,Leila Dean,33
1823,Francis Howell,33
1824,Cecelia Vargas,41
1825,Lenora Fleming,47
1826,Fannie Saunders,57
1827,Maggie Miller,36
1828,Olga Griffith,23
1829,Annie Bradley,61
1830,Luella Bell,55
1831,Delia Mitchell,24
1832,Gussie Wolfe,45
1833,Kyle Sanders,20
1834,Daniel Duncan,22
1835,Antonio Hamilton,42
1836,Vincent Farmer,46
1837,Eula Roy,49
1838,Joshua Gomez,23
1839,Tony Houston,44
1840,Hettie Castillo,39
1841,Randy Lane,19
1842,Norman Sherman,60
1843,Madge Johnson,27
1844,Cynthia Obrien,46
1845,Lucas Garner,40
1846,Alexander Roberts,34
1847,Isaiah Farmer,40
1848,Etta Reid,21
1849,Nell Reese,22
1850,Lewis Bell,26
1851,Mike Spencer,28
1852,Beatrice Osborne,32
1853,Helen Tyler,54
1854,Amanda Strickland,24
1855,Lucille Robinson,18
1856,Lora Estrada,59
1857,Alexander Blake,27
1858,Gertrude Underwood,25
1859,Eric Alexander,31
1860,Augusta Norton,42
1861,Mae Norris,57
1862,Lee Romero,30
1863,Mildred Simmons,60
1864,Milton Shelton,58
1865,Agnes Paul,39
1866,Jerry Tyler,42
1867,Jeffrey Kelly,28
1868,Craig Williamson,28
1869,Keith Barber,63
1870,Alma Matthews,55
1871,Georgia Terry,52
1872,Nell Bradley,65
1873,Elva Ryan,29
1874,Bobby Perkins,37
1875,Dollie Robertson,55
1876,Harvey Yates,55
1877,Ryan Bennett,24
1878,Birdie Wilson,26
1879,Emilie Snyder,29
1880,Leo Hill,43
1881,Glenn Daniel,63
1882,Jeffrey Weber,47
1883,Cameron Martin,54
1884,Jessie Scott,26
1885,Alejandro Fletcher,50
1886,Millie Caldwell,22
1887,Isaac Montgomery,21
1888,Jennie Farmer,57
1889,Mario Erickson,50
1890,Essie Porter,53
1891,Mable Smith,58
1892,Victoria Wallace,24
1893,Adam Bowen,31
1894,Tom Greene,44
1895,Hunter Morgan,49
1896,Arthur Griffith,35
1897,Marc Kelly,39
1898,Leroy Johnson,22
1899,Sue Norman,19
1900,Lucas Green,56
1901,Juan Morales,56
1902,Lawrence Harris,49
1903,Agnes Miller,54
1904,Joe Edwards,49
1905,Blake Stokes,49
1906,Ronnie Johnson,48
1907,Mollie Vega,40
1908,Nellie Gill,34
1909,Dennis Marsh,24
1910,Esther Murphy,18
1911,Nicholas Mendoza,44
1912,Gerald Clark,53
1913,Devin Briggs,42
1914,Nathaniel Hansen,48
1915,Nathaniel Williamson,47
1916,Bertha Herrera,58
1917,Earl Bates,27
1918,Martha Franklin,28
1919,Patrick Richardson,33
1920,Harriet Rhodes,58
1921,Derek Torres,31
1922,Alberta Howell,33
1923,Chris McBride,61
1924,Sam Figueroa,26
1925,Frederick Stanley,45
1926,Lottie Sherman,21
1927,Leon Perez,34
1928,Ivan Bennett,32
1929,Dominic Cox,59
1930,Luke Simon,33
1931,Gussie Owen,25
1932,Ethan Atkins,26
1933,Hallie Page,37
1934,Terry Hale,65
1935,Mitchell Parks,51
1936,Lillian Atkins,18
1937,Christina Roberson,65
1938,Ann Howard,21
1939,Alex Blake,26
1940,Essie Grant,34
1941,Addie Rice,28
1942,Mayme King,46
1943,Nina Roy,46
1944,Miguel Todd,45
1945,Harry Jackson,36
1946,Caleb Bridges,59
1947,Myra Chambers,24
1948,Kathryn Massey,41
1949,Dora Duncan,57
1950,Roger Robertson,26
1951,Julia Robinson,47
1952,Barry Gill,55
1953,Adrian Lamb,24
1954,Leonard Watts,51
1955,Rhoda Todd,65
1956,Shane Barrett,49
1957,Garrett Graves,21
1958,Alfred Knight,61
1959,Christian Murphy,33
1960,Christina Santos,57
1961,Luis Mills,29
1962,Clarence Harmon,57
1963,Melvin Ford,23
1964,Joe Morgan,57
1965,Rena Hamilton,57
1966,Ellen Quinn,40
1967,Rena Lloyd,62
1968,Alma Erickson,65
1969,Helena Steele,63
1970,Fred Clayton,43
1971,Isaiah Perkins,38
1972,Sylvia Bradley,50
1973,Glen Brooks,57
1974,Louise Morrison,36
1975,Daisy Webster,55
1976,Nannie Allison,54
1977,Lee Strickland,23
1978,Adam Hodges,41
1979,Mina Morales,31
1980,Agnes Berry,62
1981,Terry Moore,20
1982,Hettie Strickland,26
1983,Carolyn Copeland,27
1984,Carrie Larson,50
1985,Adam Norton,64
1986,Juan West,60
1987,Jane Frank,50
1988,Winifred Green,38
1989,Lettie Mitchell,50
1990,Christine Perkins,24
1991,Scott Kelly,29
1992,Myrtie Morrison,59
1993,Mabelle Bowen,65
1994,Chase Kennedy,36
1995,Alan Dennis,52
1996,Luis Richards,44
1997,Helena Casey,23
1998,Dennis Baldwin,31
1999,Birdie Holloway,31
2000,Juan Robbins,54
2001,Delia Schwartz,29
2002,Cecelia Lynch,26
2003,Nicholas Newton,43
2004,Jordan Bush,61
2005,Ollie Murray,19
2006,Phillip Mendez,61
2007,Callie Lewis,22
2008,Andre Joseph,52
2009,Rachel Byrd,18
2010,Francis Miles,61
2011,Alvin Jacobs,27
2012,Milton Nash,42
2013,Marcus Ramsey,56
2014,Sarah Jefferson,63
2015,Mabel Harrison,27
2016,Mollie Carroll,30
2017,Delia Morgan,34
2018,Gordon Webb,52
2019,Myrtle Dennis,40
2020,Lora Maldonado,51
2021,Hallie Rose,53
2022,Sue Castillo,32
2023,Clifford Green,46
2024,Phoebe Ramirez,30
2025,Frank Ferguson,33
2026,Leo Williamson,52
2027,Elsie Hoffman,45
2028,Lenora Stone,57
2029,Brian Beck,23
2030,Sophia Hammond,38
2031,Delia Carson,20
2032,Jim Schmidt,50
2033,Ruby Hamilton,40
2034,Elmer Watson,34
2035,Cody Holloway,47
2036,Belle Murray,18
2037,Jerome Schultz,46
2038,Effie Maldonado,41
2039,Nathaniel Baker,49
2040,Willie Torres,63
2041,Olga Clarke,53
2042,Elmer Vasquez,26
2043,Beulah Brooks,39
2044,Rosetta Thornton,27
2045,Addie Pearson,58
2046,Florence Morrison,53
2047,Mark Schultz,21
2048,Cecelia Jenkins,50
2049,Isabelle Nguyen,57
2050,Michael Walsh,57
2051,Hettie Newton,31
2052,Betty Burgess,22
2053,Ivan Smith,25
2054,Rhoda Morris,44
2055,Leonard Cobb,63
2056,Nathan Owens,45
2057,Franklin Shaw,49
2058,Hester Bishop,23
2059,Blake Bryan,28
2060,Victor Matthews,26
2061,Ian Meyer,19
2062,Carl McDonald,19
2063,Nannie Todd,24
2064,Lizzie Mack,38
2065,Hallie Dixon,56
2066,Randall Elliott,48
2067,Amelia Armstrong,45
2068,Bruce Wilkins,55
2069,Helena Parks,50
2070,Ricky Walton,25
2071,Frank Thompson,32
2072,Rhoda McDaniel,55
2073,Mitchell Green,44
2074,Jean Howell,19
2075,Elijah Lee,60
2076,Henrietta Wright,29
2077,Lettie Owen,21
2078,Alta Ingram,51
2079,Hannah Lowe,58
2080,Lou Watson,34
2081,Maria Chapman,55
2082,Emma Yates,43
2083,Edna Walton,58
2084,George Miles,48
2085,Florence Mullins,60
2086,Linnie Pratt,43
2087,Shane Perry,49
2088,Stephen Mendez,50
2089,Marguerite McBride,31
2090,Bettie Ballard,49
2091,Martha Goodman,28
2092,Mayme Brock,37
2093,Mina Park,42
2094,Madge Ellis,36
2095,Marcus Moody,45
2096,Wesley Foster,55
2097,Terry Wong,45
2098,Bradley Kim,41
2099,Landon Bradley,55
2100,Bruce Mendez,62
2101,Josie Gibbs,21
2102,Donald Hamilton,31
2103,Eliza McDonald,26
2104,Jacob Moody,54
2105,Steve Rose,64
2106,Maud Frank,54
2107,Mario Mason,56
2108,Lilly Singleton,45
2109,Cordelia Wade,34
2110,Sue Gardner,43
2111,Herman Bryant,46
2112,Ann Hogan,22
2113,Bernard Gray,36
2114,John Aguilar,38
2115,David Hardy,21
2116,Aaron Wilkins,29
2117,Isabelle Evans,35
2118,Owen Hunter,31
2119,Florence King,25
2120,Ruby Thomas,20
2121,Marie Zimmerman,27
2122,Benjamin Henry,50
2123,Elmer Norman,32
2124,Keith Thompson,29
2125,Cynthia Snyder,38
2126,John Medina,54
